,Timestamp,Tmin,Temp,Tmax,Humedad,Precip
0,2019-02-01,10.694348098507136,15.236524574048467,18.456007218989114,52.98593073593074,0.21907563025210083
1,2019-02-02,8.704031577577984,11.387547641482222,14.879058085372698,39.889408179539764,0.02353195823784059
2,2019-02-03,6.73480208601019,9.661258975540845,13.065264454197184,32.86650432900433,0.00393939393939394
3,2019-02-04,3.22239174138555,9.275339267285862,16.052621007733237,44.600285061828124,0.0
4,2019-02-05,6.199272188939371,12.15920745491179,19.797114834769634,55.33000554071128,0.0
5,2019-02-06,7.409897126175898,12.576833620904155,19.38329040311777,65.6199224818244,0.0
6,2019-02-07,7.332055003819709,13.013875793539107,21.005007957728548,66.32808286211396,0.002341597796143251
7,2019-02-08,6.536619537622212,11.53094856835006,17.51956133141962,75.54266684272665,0.015339491168368176
8,2019-02-09,6.737527532979263,12.23925197047066,19.494702470809987,67.77096322072398,0.01928698752228164
9,2019-02-10,7.143963250371919,13.644080455148567,19.420307989224398,57.42759412304867,0.018580456976178904
10,2019-02-11,7.876419600898211,13.018097026109269,17.597263004375304,67.40589326277126,0.0
11,2019-02-12,5.4505415885362405,10.307380358406956,15.620404368358912,69.51034326518776,0.0031680440771349864
12,2019-02-13,4.322006794453319,9.777521696803994,15.292711183647013,73.06125256322625,0.01772160103710906
13,2019-02-14,7.387739918281363,10.96825618677223,14.854332418917979,71.39576437650601,0.0
14,2019-02-15,6.375748194014449,10.269465452847806,14.994000040207471,75.63572740390923,0.00736842105263158
15,2019-02-16,5.429983505799014,10.353817373404341,16.005667002338125,71.83695464556708,0.009168692270296548
16,2019-02-17,4.237066057828089,9.815133580182833,15.387607067620438,71.3683057506024,0.007933884297520661
17,2019-02-18,6.744394286640276,11.138174373707725,15.880604179688403,75.17826349620609,0.008993680116674771
18,2019-02-19,5.9172116119174945,10.647774388572305,15.6991954881126,75.26519354515766,0.015086695835358937
19,2019-02-20,6.430918582308957,10.82659876782379,15.982115656179827,76.09774729523532,0.012997893372224926
20,2019-02-21,6.164225409171933,10.855792458784297,15.93582239507373,76.56570118478014,0.017566034678334144
21,2019-02-22,4.8888616107600065,12.247190423798923,20.980546102738614,64.8552850790889,0.020068060281964024
22,2019-02-23,8.018400718414087,13.941405797348663,21.486996029816886,51.30284164267418,0.002525252525252525
23,2019-02-24,7.257445848862961,11.876223770209839,16.92009466320964,71.00966957683465,0.002341597796143251
